Nodes,Repetition,System Time,Object at Room,Starting At Node,Shortest Distance,Worst Distance,Rooms Explored (Optimal),Traveled Distance (Optimal),Rooms Explored (Worst),Traveled Distance (Worst),Rooms Explored (OptimalExpected),Traveled Distance (OptimalExpected),Rooms Explored (WorstExpected),Traveled Distance (WorstExpected),Rooms Explored (MostProbable),Traveled Distance (MostProbable),Rooms Explored (Closest),Traveled Distance (Closest),Rooms Explored (Random),Traveled Distance (Random),Rooms Explored (MCTS-UCT),Traveled Distance (MCTS-UCT),Rooms Explored (ExpectedDistanceFixed),Traveled Distance (ExpectedDistanceFixed),Rooms Explored (ExpectedDistanceMurrieta),Traveled Distance (ExpectedDistanceMurrieta),Rooms Explored (ExpectedDistanceSimple),Traveled Distance (ExpectedDistanceSimple)
6,563,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,564,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,565,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,566,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,567,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,568,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,569,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,570,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,571,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,572,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,573,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,574,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,575,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,576,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,577,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,578,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,579,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,580,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,581,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,582,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,583,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,584,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,585,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,586,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,587,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,588,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,589,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,590,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,591,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,592,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,593,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,594,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,595,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,596,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,597,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,598,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,599,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,600,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,601,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,602,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,603,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,604,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,605,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,606,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,607,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,608,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,609,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,610,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,611,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,612,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,613,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,614,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,615,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,616,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,617,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,618,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,619,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,620,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,621,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,622,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,623,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,624,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,625,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,626,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,627,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,628,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,629,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,630,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,631,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,632,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,633,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,634,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,635,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,636,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,637,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,638,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,639,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,640,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,641,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,642,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,643,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,644,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,645,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,646,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,647,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,648,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,649,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,650,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,651,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,652,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,653,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,654,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,655,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,656,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,657,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,658,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,659,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,660,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,661,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,662,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,663,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,664,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,665,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,666,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,667,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,668,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,669,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,670,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,671,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,672,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,673,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,674,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,675,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,676,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,677,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,678,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,679,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,680,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,681,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,682,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,683,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,684,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,685,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,686,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,687,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,688,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,689,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,690,1417650659,4,0,599.345,859.164,5,2950.07,6,3746.66,5,2950.07,4,2479.53,6,3593.31,4,2229.69,3,1832.17,3,1784.2,6,3739.21,3,1784.2,6,3534.23
6,691,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,692,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,693,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,694,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,695,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,696,1417650659,0,0,599.345,859.164,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062,1,513.062
6,697,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,698,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
6,699,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,700,1417650659,1,0,599.345,859.164,4,2390.21,4,2383.64,4,2390.21,6,3741.72,2,1224.34,5,2947.13,6,3675.18,2,1224.34,2,1224.34,2,1224.34,4,2390.21
6,701,1417650659,3,0,599.345,859.164,2,1202.2,5,3116.69,3,1599.72,3,1849.56,4,2567.82,3,1599.72,2,1202.2,6,3490.64,5,3109.24,6,3490.64,3,1599.72
6,702,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,703,1417650659,2,0,599.345,859.164,6,3486.84,2,1077.4,6,3486.84,2,1077.4,3,1795.67,6,3518.46,4,2368.95,4,2320.97,4,2337.08,4,2320.97,5,2961.54
6,704,1417650659,5,0,599.345,859.164,3,1644.38,3,1637.8,2,990.449,5,2995.89,5,3010,2,990.449,5,2929.35,5,2881.37,3,1745.64,5,2881.37,2,990.449
